"ID","Description","Index","SubIndex","Name","SubName"
"58120c01","Electric, Motor 9V Power Functions M with Dark Bluish Gray Bottom",13,3,"Electric","Electric, Motor"
"87577c01","Electric, Motor 9V Power Functions with Gear Reduction Ratio 9.5 : 1",13,3,"Electric","Electric, Motor"
"58122c01","Electric, Power Functions 9V Remote Control Unit with Dark Bluish Gray Bottom",13,3,"Electric","Electric, Motor"
"bb893c01","Electric, Motor - Boost Interactive",13,3,"Electric","Electric, Motor"
"6216m","Electric, Motor 4.5V",13,3,"Electric","Electric, Motor"
"48064c02","Electric, Motor with Boat Propeller and Rudder - Complete Assembly 19 x 4 x 4, 2-Blade Propeller",13,3,"Electric","Electric, Motor"
"21980","Electric, Motor WeDo 2.0 Medium",13,3,"Electric","Electric, Motor"
"47154c01","Electric, Motor 9V 4 x 4 x 3 1/3",13,3,"Electric","Electric, Motor"
"95658","Electric, Motor - EV3, Large",13,3,"Electric","Electric, Motor"
"48064c01","Electric, Motor with Boat Propeller and Rudder - Complete Assembly 14 x 4 x 4, 3-Blade Propeller",13,3,"Electric","Electric, Motor"
"32021c01","Code Pilot - Complete Assembly",13,4,"Electric","Electric, Programmable"
"32104c01","Mindstorms Scout - Complete Brick",13,4,"Electric","Electric, Programmable"
"54708","Mindstorms NXT - Bottom Cover",13,4,"Electric","Electric, Programmable"
"2840c01","Technic Control Center I",13,4,"Electric","Electric, Programmable"
"2845","Technic Control Center Battery Cover",13,4,"Electric","Electric, Programmable"
"32344","Micro Scout Battery Cover",13,4,"Electric","Electric, Programmable"
"3173c01","Record and Play Module, 16 x 10 x 4 with Built-in Motors 4.5V",13,4,"Electric","Electric, Programmable"
"32109","Mindstorms RCX Brick Bottom Cover 8 x 12",13,4,"Electric","Electric, Programmable"
"26910c01","Boost Lpf2 Hub Motor No. 1",13,4,"Electric","Electric, Programmable"
"95646c01","Mindstorms EV3 - Complete Brick",13,4,"Electric","Electric, Programmable"
"2840c02","Technic Control Center II",13,4,"Electric","Electric, Programmable"
"53788","Mindstorms NXT - Complete Brick with Dark Bluish Gray Base",13,4,"Electric","Electric, Programmable"
"72156","Mindstorms EV3 Infrared Beacon / Remote Control",13,4,"Electric","Electric, Programmable"
"32023","Code Pilot - Bottom Battery Cover",13,4,"Electric","Electric, Programmable"
"73112","Electric, Train 12V Manual Switch Motor 4 x 8 x 1 2/3",13,5,"Electric","Electric, Train"
"590","Electric, Train Motor 9V Modern",13,5,"Electric","Electric, Train"
"4171","Electric, Train Light Prism 1 x 3",13,5,"Electric","Electric, Train"
"2928","Electric, Train Light Prism 1 x 4 Holder",13,5,"Electric","Electric, Train"
"bb97","Electric, Train 4.5V On/Off Switch Brick 2 x 4",13,5,"Electric","Electric, Train"
"x877c01","Electric, Train 4.5V Automatic Pole Reverser Brick 4 x 9 with Magnet Holder and Small Blue Train Magnet",13,5,"Electric","Electric, Train"
"bb53b","Electric, Train 12V Brick 2 x 4 with Power Pickup for Old Train Motor Type I and Type II",13,5,"Electric","Electric, Train"
"4170","Electric, Train Light Prism 1 x 6 Holder",13,5,"Electric","Electric, Train"
"70026","Electric, Train 12V Remote Control Switch Motor 4 x 8 x 1 2/3",13,5,"Electric","Electric, Train"
"70022","Electric, Train 12V 2 x 3 Signal Light Brick with Red and Green Lights",13,5,"Electric","Electric, Train"
"2868b","Electric, Train Speed Regulator 9V",13,5,"Electric","Electric, Train"
"bb53","Electric, Train 12V Brick 2 x 4 with Power Pickup for Old Train Motor Type I",13,5,"Electric","Electric, Train"
"2919","Electric, Train Light Prism 1 x 4",13,5,"Electric","Electric, Train"
"45803","Technic, Liftarm 3 x 7 L-Shape Double",14,2,"Technic Liftarm","Technic, Liftarm"
"32056","Technic, Liftarm 3 x 3 L-Shape Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"44374","Technic, Liftarm Rotor 3 Blade Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"43857","Technic, Liftarm 1 x 2 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32063","Technic, Liftarm 1 x 6 Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"32278","Technic, Liftarm 1 x 15 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32523","Technic, Liftarm 1 x 3 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32308","Technic, Liftarm 3 x 7 x 2 Fork 3 Fingers",14,2,"Technic Liftarm","Technic, Liftarm"
"32524","Technic, Liftarm 1 x 7 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"33299","Technic, Liftarm 1 x 3 with 2 Axle Holes and Pin / Crank",14,2,"Technic Liftarm","Technic, Liftarm"
"11478","Technic, Liftarm 1 x 5 Thin with Axle Holes on Ends",14,2,"Technic Liftarm","Technic, Liftarm"
"32017","Technic, Liftarm 1 x 5 Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"41239","Technic, Liftarm 1 x 13 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"2825","Technic, Liftarm 1 x 4 Thin with Stud Connector",14,2,"Technic Liftarm","Technic, Liftarm"
"32271","Technic, Liftarm 1 x 9 Bent (7 - 3) Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"2905","Technic, Liftarm Triangle Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"98577","Technic, Liftarm 1 x 3 with Ball Joint in Middle",14,2,"Technic Liftarm","Technic, Liftarm"
"99773","Technic, Liftarm Triangle Thin, Type II",14,2,"Technic Liftarm","Technic, Liftarm"
"53533","Technic, Liftarm 2 x 4 Fork with Pin",14,2,"Technic Liftarm","Technic, Liftarm"
"32079","Technic, Liftarm 1 x 9 Offset Crossover",14,2,"Technic Liftarm","Technic, Liftarm"
"50923","Technic, Liftarm 1 x 2 with Ball Joint Angled",14,2,"Technic Liftarm","Technic, Liftarm"
"32140","Technic, Liftarm 2 x 4 L-Shape Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32177","Technic, Liftarm 1 x 7 with Fan",14,2,"Technic Liftarm","Technic, Liftarm"
"32249","Technic, Liftarm 3 x 3 L-Shape with Quarter Ellipse Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"14720","Technic, Liftarm 3 X 5 Perpendicular H-Shape Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32251","Technic, Liftarm 5 x 7 L-Shape with Quarter Ellipse Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"64179","Technic, Liftarm 5 x 7 Open Center Frame Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"41677","Technic, Liftarm 1 x 2 Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"32449","Technic, Liftarm 1 x 4 Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"6629","Technic, Liftarm 1 x 9 Bent (6 - 4) Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32348","Technic, Liftarm 1 x 7 Bent (4 - 4) Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32065","Technic, Liftarm 1 x 7 Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"64178","Technic, Liftarm 5 x 11 Open Center Frame Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"39794","Technic, Liftarm 7 x 11 Open Center Frame Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"32525","Technic, Liftarm 1 x 11 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"60484","Technic, Liftarm 3 x 3 T-Shape Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"64276","Technic, Liftarm 1 x 2 with Ball Joint Straight",14,2,"Technic Liftarm","Technic, Liftarm"
"32316","Technic, Liftarm 1 x 5 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"40490","Technic, Liftarm 1 x 9 Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"85940","Technic, Liftarm 1 x 2 with Bar",14,2,"Technic Liftarm","Technic, Liftarm"
"32009","Technic, Liftarm 1 x 11.5 Double Bent Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"6632","Technic, Liftarm 1 x 3 Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"60483","Technic, Liftarm 1 x 2 Thick with Pin Hole and Axle Hole",14,2,"Technic Liftarm","Technic, Liftarm"
"32250","Technic, Liftarm 3 x 5 L-Shape with Quarter Ellipse Thin",14,2,"Technic Liftarm","Technic, Liftarm"
"19086","Technic, Liftarm 5 x 6 x 2 Perpendicular Fork 3 Fingers",14,2,"Technic Liftarm","Technic, Liftarm"
"32526","Technic, Liftarm 3 x 5 L-Shape Thick",14,2,"Technic Liftarm","Technic, Liftarm"
"3711","Technic, Link Chain",15,3,"Technic Linker","Technic, Link"
"2739b","Technic, Link 1 x 6 with Stoppers",15,3,"Technic Linker","Technic, Link"
"30397","Technic, Link 1 x 5",15,3,"Technic Linker","Technic, Link"
"bb76","Technic, Link Chain Large",15,3,"Technic Linker","Technic, Link"
"64451","Technic, Link 1 x 9 Bent (6 - 4)",15,3,"Technic Linker","Technic, Link"
"14149","Technic, Link Tread Attachment, Double, Rubber",15,3,"Technic Linker","Technic, Link"
"32293","Technic, Link 1 x 9",15,3,"Technic Linker","Technic, Link"
"24375","Technic, Link Tread Attachment, Single, Rubber",15,3,"Technic Linker","Technic, Link"
"3873","Technic, Link Tread",15,3,"Technic Linker","Technic, Link"
"2637","Technic, Link 1 x 16",15,3,"Technic Linker","Technic, Link"
"6247","Technic, Link 1 x 11",15,3,"Technic Linker","Technic, Link"
"2739a","Technic, Link 1 x 6 without Stoppers",15,3,"Technic Linker","Technic, Link"
"57518","Technic, Link Tread Wide with Two Pin Holes",15,3,"Technic Linker","Technic, Link"
"6628","Technic, Pin with Friction Ridges Lengthwise and Towball",15,4,"Technic Linker","Technic, Pin"
"87082","Technic, Pin 3L with Friction Ridges Lengthwise and Center Pin Hole",15,4,"Technic Linker","Technic, Pin"
"15100","Technic, Pin with Friction Ridges Lengthwise and Pin Hole",15,4,"Technic Linker","Technic, Pin"
"32002","Technic, Pin 3/4",15,4,"Technic Linker","Technic, Pin"
"4274","Technic, Pin 1/2",15,4,"Technic Linker","Technic, Pin"
"4459","Technic, Pin with Friction Ridges Lengthwise WITHOUT Center Slots",15,4,"Technic Linker","Technic, Pin"
"3673","Technic, Pin without Friction Ridges Lengthwise",15,4,"Technic Linker","Technic, Pin"
"32138","Technic, Pin Double with Axle Hole",15,4,"Technic Linker","Technic, Pin"
"32054","Technic, Pin 3L with Friction Ridges Lengthwise and Stop Bush",15,4,"Technic Linker","Technic, Pin"
"6558","Technic, Pin 3L with Friction Ridges Lengthwise",15,4,"Technic Linker","Technic, Pin"
"49731","Technic, Pin 1/2 with Foil Connector",15,4,"Technic Linker","Technic, Pin"
"32556","Technic, Pin 3L without Friction Ridges Lengthwise",15,4,"Technic Linker","Technic, Pin"
"47994","Technic, Pin Double Triangle 1 x 3 with 2 Clips",15,4,"Technic Linker","Technic, Pin"
"19159","Technic, Pin Double Triangle 1 x 3 with 2 Clips without Center Cut",15,4,"Technic Linker","Technic, Pin"
"61184","Technic, Pin 1/2 with 2L Bar Extension (Flick Missile)",15,4,"Technic Linker","Technic, Pin"
"2780","Technic, Pin with Friction Ridges Lengthwise WITH Center Slots",15,4,"Technic Linker","Technic, Pin"
"40001","Technic, Steering Wheel Pilot's Yoke",15,5,"Technic Linker","Technic, Steering"
"6571","Technic, Steering Arm Small",15,5,"Technic Linker","Technic, Steering"
"32195b","Technic, Steering Arm 6.5 x 2 with Towball Socket Rounded, Chamfered",15,5,"Technic Linker","Technic, Steering"
"2792","Technic, Steering Rack Top",15,5,"Technic Linker","Technic, Steering"
"32195a","Technic, Steering Arm 6.5 x 2 with Towball Socket Rounded, Un-Chamfered",15,5,"Technic Linker","Technic, Steering"
"6540b","Technic, Steering Arm Large with Wheel Hub Holder - Axle Connection",15,5,"Technic Linker","Technic, Steering"
"32494","Technic, Steering CV Joint",15,5,"Technic Linker","Technic, Steering"
"2737","Technic, Steering Arm Large",15,5,"Technic Linker","Technic, Steering"
"2741","Technic, Steering Wheel Large",15,5,"Technic Linker","Technic, Steering"
"32069","Technic, Steering Arm with Pins",15,5,"Technic Linker","Technic, Steering"
"3736","Technic, Steering Pulley Large",15,5,"Technic Linker","Technic, Steering"
"31794","Technic, Steering Arm 5 x 1 with Towball Socket Rounded, Chamfered (Type 2)",15,5,"Technic Linker","Technic, Steering"
"2791","Technic, Steering Rack",15,5,"Technic Linker","Technic, Steering"
"35189","Technic, Steering Wheel Hub 3 Pin Holes Round",15,5,"Technic Linker","Technic, Steering"
"6572","Technic, Steering Knuckle Arm with Ball Joint (Towball)",15,5,"Technic Linker","Technic, Steering"
"11949","Technic, Steering Wheel Hub Holder with 2 Pin Holes and 2 Ball Joint Arms",15,5,"Technic Linker","Technic, Steering"
"65416","Technic, Brake Disc 6 x 6",15,5,"Technic Linker","Technic, Steering"
"2999","Technic, Steering Wheel Hub Large",15,5,"Technic Linker","Technic, Steering"
"x872","Technic, Steering Arm with 4 Ball Joints",15,5,"Technic Linker","Technic, Steering"
"57515","Technic, Steering Arm 6 x 2 with Towball Socket Rounded, Chamfered",15,5,"Technic Linker","Technic, Steering"
"23801","Technic, Steering Wheel Hub Holder with 2 Pin Holes and 2 Axle Holes",15,5,"Technic Linker","Technic, Steering"
"92906","Technic, Steering CV Joint Axle",15,5,"Technic Linker","Technic, Steering"
"11950","Technic, Steering Wheel Hub Holder with 2 Pin Holes",15,5,"Technic Linker","Technic, Steering"
"92910","Technic, Steering Ball Joint Large Open with C-Shape Pivot Frame",15,5,"Technic Linker","Technic, Steering"
"6540a","Technic, Steering Arm Large with Wheel Hub Holder - Pin Connection",15,5,"Technic Linker","Technic, Steering"
"92909","Technic, Steering Wheel Hub 3 Pin Round",15,5,"Technic Linker","Technic, Steering"
"15460","Technic, Steering Arm with 3 Ball Joints, Compact",15,5,"Technic Linker","Technic, Steering"
"2738","Technic, Steering Arm 6.5 x 2 with Towball Socket Squared, Un-Chamfered",15,5,"Technic Linker","Technic, Steering"
"41894c01","Technic, Steering Arm, Complete Assembly (RC Vehicles)",15,5,"Technic Linker","Technic, Steering"
"41894","Technic, Steering Arm (RC Vehicles)",15,5,"Technic Linker","Technic, Steering"
"4261","Technic, Steering Arm",15,5,"Technic Linker","Technic, Steering"
"x873c01","Technic, Steering Arm with 4 Ball Joints, Complete Assembly with Black Wheel Hub",15,5,"Technic Linker","Technic, Steering"
"92908","Technic, Steering Portal Axle, Housing",15,5,"Technic Linker","Technic, Steering"
"15459","Technic, Steering Arm 5 x 1 with Towball Socket Rounded, Chamfered",15,5,"Technic Linker","Technic, Steering"
"32186","Technic, Steering Arm with 3 Ball Joints",15,5,"Technic Linker","Technic, Steering"
"x873","Technic, Steering Wheel Hub 3 Pin Triangular",15,5,"Technic Linker","Technic, Steering"
"2790","Technic, Steering Gear Holder",15,5,"Technic Linker","Technic, Steering"
"2819","Technic, Steering Wheel Small, 3 Studs Diameter",15,5,"Technic Linker","Technic, Steering"
"92911","Technic, Steering Ball Joint Large Receptacle",15,5,"Technic Linker","Technic, Steering"
"32062","Technic, Axle 2 Notched",15,1,"Technic Linker","Technic, Axle"
"6587","Technic, Axle 3 with Stud",15,1,"Technic Linker","Technic, Axle"
"3707","Technic, Axle 8",15,1,"Technic Linker","Technic, Axle"
"44294","Technic, Axle 7",15,1,"Technic Linker","Technic, Axle"
"32209","Technic, Axle 5.5 with Stop",15,1,"Technic Linker","Technic, Axle"
"3708","Technic, Axle 12",15,1,"Technic Linker","Technic, Axle"
"6553","Technic Pole Reverser Handle",15,1,"Technic Linker","Technic, Axle"
"99008","Technic, Axle 4 with Center Stop",15,1,"Technic Linker","Technic, Axle"
"3704","Technic, Axle 2",15,1,"Technic Linker","Technic, Axle"
"4519","Technic, Axle 3",15,1,"Technic Linker","Technic, Axle"
"3706","Technic, Axle 6",15,1,"Technic Linker","Technic, Axle"
"x334c01","Technic, Axle Flexible 26L (Axle 2L and 4.5L Ends) with Dark Gray Cable",15,1,"Technic Linker","Technic, Axle"
"18651","Technic, Axle Pin 3L with Friction Ridges Lengthwise and 2L Axle",15,1,"Technic Linker","Technic, Axle"
"15462","Technic, Axle 5 with Stop",15,1,"Technic Linker","Technic, Axle"
"55013","Technic, Axle 8 with Stop",15,1,"Technic Linker","Technic, Axle"
"3749","Technic, Axle Pin without Friction Ridges Lengthwise",15,1,"Technic Linker","Technic, Axle"
"50450","Technic, Axle 32",15,1,"Technic Linker","Technic, Axle"
"11214","Technic, Axle Pin 3L with Friction Ridges Lengthwise and 1L Axle",15,1,"Technic Linker","Technic, Axle"
"3737b","Technic, Axle 10 Threaded",15,1,"Technic Linker","Technic, Axle"
"4698","Technic, Axle Nut",15,1,"Technic Linker","Technic, Axle"
"24316","Technic, Axle 3 with Stop",15,1,"Technic Linker","Technic, Axle"
"32073","Technic, Axle 5",15,1,"Technic Linker","Technic, Axle"
"50451","Technic, Axle 16",15,1,"Technic Linker","Technic, Axle"
"3705","Technic, Axle 4",15,1,"Technic Linker","Technic, Axle"
"3705b","Technic, Axle 4 Threaded",15,1,"Technic Linker","Technic, Axle"
"3737","Technic, Axle 10",15,1,"Technic Linker","Technic, Axle"
"87083","Technic, Axle 4 with Stop",15,1,"Technic Linker","Technic, Axle"
"43093","Technic, Axle Pin with Friction Ridges Lengthwise",15,1,"Technic Linker","Technic, Axle"
"23948","Technic, Axle 11",15,1,"Technic Linker","Technic, Axle"
"2736","Technic, Axle Towball",15,1,"Technic Linker","Technic, Axle"
"60485","Technic, Axle 9",15,1,"Technic Linker","Technic, Axle"
"32530","Technic, Pin Connector Plate 1 x 2 x 1 2/3 with 2 Holes (Double on Top)",15,2,"Technic Linker","Technic, Connector"
"32307","Technic, Axle Connector Block 3 x 6 with 6 Axleholes",15,2,"Technic Linker","Technic, Connector"
"61905","Technic, Axle and Pin Connector Block 3 x 3 x 2 (Linear Actuator Holder)",15,2,"Technic Linker","Technic, Connector"
"98989","Technic, Axle and Pin Connector Perpendicular Double 4L",15,2,"Technic Linker","Technic, Connector"
"11272","Technic, Axle Connector 2 x 3 Quadruple",15,2,"Technic Linker","Technic, Connector"
"48723","Technic, Axle Connector Hub with 4 Bars",15,2,"Technic Linker","Technic, Connector"
"32305","Technic, Pin Connector Block 7 x 3",15,2,"Technic Linker","Technic, Connector"
"32192","Technic, Axle and Pin Connector Angled #4 - 135 degrees",15,2,"Technic Linker","Technic, Connector"
"26287","Technic, Axle Connector 3L",15,2,"Technic Linker","Technic, Connector"
"62519","Technic, Universal Joint 3L, Center",15,2,"Technic Linker","Technic, Connector"
"6536","Technic, Axle and Pin Connector Perpendicular",15,2,"Technic Linker","Technic, Connector"
"15461","Technic, Pin Connector 3L with 2 Pins and Center Hole",15,2,"Technic Linker","Technic, Connector"
"10197","Technic, Axle and Pin Connector Hub with 2 Perpendicular Axles",15,2,"Technic Linker","Technic, Connector"
"32014","Technic, Axle and Pin Connector Angled #6 - 90 degrees",15,2,"Technic Linker","Technic, Connector"
"44809","Technic, Pin Connector Perpendicular 2 x 2 Bent",15,2,"Technic Linker","Technic, Connector"
"11455","Technic, Pin Connector Perpendicular 2 x 4 Bent",15,2,"Technic Linker","Technic, Connector"
"32013","Technic, Axle and Pin Connector Angled #1",15,2,"Technic Linker","Technic, Connector"
"49283","Technic, Axle and Wire Connector",15,2,"Technic Linker","Technic, Connector"
"58177","Technic, Axle and Pin Connector 3 x 3 with Axle",15,2,"Technic Linker","Technic, Connector"
"61904","Technic, Axle and Pin Connector Block 4 x 3 x 2 1/2 (Linear Actuator Holder)",15,2,"Technic Linker","Technic, Connector"
"93571","Technic, Axle Connector 2 x 3 with Ball Socket, Open Lower Axle Holes",15,2,"Technic Linker","Technic, Connector"
"62462","Technic, Pin Connector Round 2L with Slot (Pin Joiner Round)",15,2,"Technic Linker","Technic, Connector"
"45590","Technic, Axle Connector Double Flexible (Rubber)",15,2,"Technic Linker","Technic, Connector"
"32137","Technic, Modular Connector",15,2,"Technic Linker","Technic, Connector"
"32333","Technic, Pin Connector Block 1 x 5 x 3",15,2,"Technic Linker","Technic, Connector"
"47296","Technic, Axle and Pin Connector 2 x 5 with Two Ball Joint Sockets",15,2,"Technic Linker","Technic, Connector"
"18948","Technic, Driving Ring Connector",15,2,"Technic Linker","Technic, Connector"
"4273a","Technic, Axle and Pin Connector Toggle Joint Toothed - Without Slots",15,2,"Technic Linker","Technic, Connector"
"22961","Technic, Axle and Pin Connector Hub with 1 Axle",15,2,"Technic Linker","Technic, Connector"
"32184","Technic, Axle and Pin Connector Perpendicular 3L with Center Pin Hole",15,2,"Technic Linker","Technic, Connector"
"61053","Technic, Axle and Pin Connector 2 x 5 with Two Ball Joint Sockets, Closed Sides",15,2,"Technic Linker","Technic, Connector"
"87408","Technic, Pin Connector Toggle Joint Smooth Double with Axle and Pin Holes",15,2,"Technic Linker","Technic, Connector"
"6538b","Technic, Axle Connector 2L (Ridged with x Hole x Orientation)",15,2,"Technic Linker","Technic, Connector"
"6538c","Technic, Axle Connector 2L (Smooth with x Hole + Orientation)",15,2,"Technic Linker","Technic, Connector"
"24122","Technic, Axle Connector Hub with Two Bar Holders (Lightsaber Hilt)",15,2,"Technic Linker","Technic, Connector"
"41678","Technic, Axle and Pin Connector Perpendicular Double Split",15,2,"Technic Linker","Technic, Connector"
"90202","Technic, Pin Connector Round with 4 Clips",15,2,"Technic Linker","Technic, Connector"
"42003","Technic, Axle and Pin Connector Perpendicular 3L with 2 Pin Holes",15,2,"Technic Linker","Technic, Connector"
"55615","Technic, Pin Connector Perpendicular 3 x 3 Bent with 4 Pins",15,2,"Technic Linker","Technic, Connector"
"91","Technic, Universal Joint 4L, Center",15,2,"Technic Linker","Technic, Connector"
"32529","Technic, Pin Connector Plate with One Hole (Single on Bottom)",15,2,"Technic Linker","Technic, Connector"
"48496","Technic, Pin Connector Toggle Joint Smooth Double with 2 Pins",15,2,"Technic Linker","Technic, Connector"
"60176","Technic, Axle Connector 2 x 3 with Ball Socket, Closed Sides, Squared Ends",15,2,"Technic Linker","Technic, Connector"
"44","Technic, Axle and Pin Connector Toggle Joint Smooth",15,2,"Technic Linker","Technic, Connector"
"32015","Technic, Axle and Pin Connector Angled #5 - 112.5 degrees",15,2,"Technic Linker","Technic, Connector"
"32557","Technic, Pin Connector Perpendicular Double 3L",15,2,"Technic Linker","Technic, Connector"
"27940","Technic, Axle and Pin Connector Hub with 2 Axles",15,2,"Technic Linker","Technic, Connector"
"89651","Technic, Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets, Squared Ends, Open Side Axle Holes",15,2,"Technic Linker","Technic, Connector"
"45575","Technic, Spike Connector Pin Double 3L",15,2,"Technic Linker","Technic, Connector"
"98565","Technic, Axle and Pin Connector 2 x 3 with Two Ball Joint Sockets, Rounded Ends",15,2,"Technic Linker","Technic, Connector"
"53586","Technic, Axle and Pin Connector Perpendicular with Extension",15,2,"Technic Linker","Technic, Connector"
"bb522","Technic, Axle Connector 4L with 2L Crowned Pulley",15,2,"Technic Linker","Technic, Connector"
"62520","Technic, Universal Joint 3L, End",15,2,"Technic Linker","Technic, Connector"
"9244c01","Technic, Universal Joint 4L",15,2,"Technic Linker","Technic, Connector"
"57585","Technic, Axle Connector Hub with 3 Axles",15,2,"Technic Linker","Technic, Connector"
"64311","Technic, Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets, Squared Ends and Axle Hole in Center",15,2,"Technic Linker","Technic, Connector"
"32175","Technic, Pin Connector 3 x 3 with Axle",15,2,"Technic Linker","Technic, Connector"
"32174","Technic, Axle Connector 2 x 3 with Ball Socket, Open Sides",15,2,"Technic Linker","Technic, Connector"
"61054","Technic, Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets, Squared Ends",15,2,"Technic Linker","Technic, Connector"
"39793","Technic, Pin Connector Block, Liftarm 1 x 3 x 3",15,2,"Technic Linker","Technic, Connector"
"32016","Technic, Axle and Pin Connector Angled #3 - 157.5 degrees",15,2,"Technic Linker","Technic, Connector"
"32068","Technic, Axle and Pin Connector Perpendicular 3L with Pin Hole",15,2,"Technic Linker","Technic, Connector"
"32291","Technic, Axle and Pin Connector Perpendicular Double",15,2,"Technic Linker","Technic, Connector"
"50898","Technic, Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets",15,2,"Technic Linker","Technic, Connector"
"90630","Technic, Pin Connector Perpendicular 3L with 2 Pins, 2 Ball Joints",15,2,"Technic Linker","Technic, Connector"
"90","Technic, Universal Joint 4L, End",15,2,"Technic Linker","Technic, Connector"
"18654","Technic, Pin Connector Round 1L",15,2,"Technic Linker","Technic, Connector"
"63869","Technic, Axle and Pin Connector Perpendicular Triple",15,2,"Technic Linker","Technic, Connector"
"x383","Technic, Pin Connector Round with Slot, Bar Lengthwise & Bars Out (Soccer Goalie Stick Holder Pivot)",15,2,"Technic Linker","Technic, Connector"
"92907","Technic, Axle and Pin Connector Perpendicular Split",15,2,"Technic Linker","Technic, Connector"
"75535","Technic, Pin Connector Round 2L without Slot (Pin Joiner Round)",15,2,"Technic Linker","Technic, Connector"
"6538a","Technic, Axle Connector 2L (Ridged with + Hole + Orientation)",15,2,"Technic Linker","Technic, Connector"
"x928cx1","Technic, Axle Connector Rectangular Triple Spring-Loaded",15,2,"Technic Linker","Technic, Connector"
"32034","Technic, Axle and Pin Connector Angled #2 - 180 degrees",15,2,"Technic Linker","Technic, Connector"
"87745","Technic, Pin Connector Round Curved with Fin and Hole",15,2,"Technic Linker","Technic, Connector"
"32039","Technic, Axle Connector with Axle Hole",15,2,"Technic Linker","Technic, Connector"
"48989","Technic, Pin Connector Perpendicular 3L with 4 Pins",15,2,"Technic Linker","Technic, Connector"
"4273","Technic, Axle and Pin Connector Toggle Joint Toothed",15,2,"Technic Linker","Technic, Connector"
"10288","Technic, Axle and Pin Connector Triple",15,2,"Technic Linker","Technic, Connector"
"3651","Technic, Axle and Pin Connector",15,2,"Technic Linker","Technic, Connector"
"62520c01","Technic, Universal Joint 3L",15,2,"Technic Linker","Technic, Connector"
"32172","Technic, Pin Connector Block 3 x 3 x 1",15,2,"Technic Linker","Technic, Connector"
"32182","Technic, Shock Absorber 10L Damped, Cylinder Cap",16,3,"Technic Functional","Technic, Shock Absorber"
"731c06","Technic, Shock Absorber 6.5L, Complete Assembly - Soft Spring",16,3,"Technic Functional","Technic, Shock Absorber"
"2909c03","Technic, Shock Absorber 9.5L, Complete Assembly (Soft Spring)",16,3,"Technic Functional","Technic, Shock Absorber"
"108","Technic, Shock Absorber 10L Damped, Spring (Undetermined Type)",16,3,"Technic Functional","Technic, Shock Absorber"
"731c04","Technic, Shock Absorber 6.5L, Complete Assembly - Hard Spring",16,3,"Technic Functional","Technic, Shock Absorber"
"32183","Technic, Shock Absorber 10L Damped, Piston Rod",16,3,"Technic Functional","Technic, Shock Absorber"
"32181","Technic, Shock Absorber 10L Damped, Cylinder",16,3,"Technic Functional","Technic, Shock Absorber"
"2909","Technic, Shock Absorber 9.5L, Cylinder",16,3,"Technic Functional","Technic, Shock Absorber"
"732","Technic, Shock Absorber 6.5L, Cylinder",16,3,"Technic Functional","Technic, Shock Absorber"
"32040","Technic, Shock Absorber 10L Damped, Gasket",16,3,"Technic Functional","Technic, Shock Absorber"
"109","Technic, Shock Absorber 9.5L, Piston Rod",16,3,"Technic Functional","Technic, Shock Absorber"
"6643","Technic, Flex Cable End, Pin Connection",16,1,"Technic Functional","Technic, Flex Cable"
"6644","Technic, Flex Cable End, Ball Connection with Cage",16,1,"Technic Functional","Technic, Flex Cable"
"6642","Technic, Flex Cable End Double, Pin Connection",16,1,"Technic Functional","Technic, Flex Cable"
"2900","Technic, Flex Cable End, Pin Connection (Old)",16,1,"Technic Functional","Technic, Flex Cable"
